Gene stable ID,Transcript stable ID,Transcript start (bp),Transcript end (bp),Gene name,Transcript count,Gene type,Gene description,Strand
YHR204W,YHR204W_mRNA,506319,508709,MNL1,1,protein_coding,"Alpha-1,2-specific exomannosidase of the endoplasmic reticulum; involved in glycan trimming of both folded and misfolded glycoproteins; complexes with Pdi1p, and trims a mannose from Man8GlcNac2 glycans to generate Man7GlcNac2, an oligosaccharide signal on glycoproteins destined for ER-associated protein degradation; requires Pdi1p for stability and substrate recognition; human homolog EDEM1 can complement yeast null mutant [Source:SGD;Acc:S000001247]",1
YMR086W,YMR086W_mRNA,439208,442090,SEG1,1,protein_coding,"Component of eisosome required for proper eisosome assembly; precedes Pil1p/Lsp1p during eisosome formation, controls eisosome length and shape; diffusely distributed, forms heterogeneous patches at plasma membrane in small buds, also found in medium and large buds; expression repressed by cAMP; similar to A. gossypii SEG gene and to S. pombe Sle1p, important for generating eisosomes; SEG1 has a paralog, SEG2, that arose from the whole genome duplication [Source:SGD;Acc:S000004692]",1
RDN5-2,RDN5-2_rRNA,468813,468931,,1,rRNA,"Variant 5S ribosomal rRNA (5S rRNA) gene; located within the RDN1 locus; unable to support cell viability when provided as sole source of 5S rRNA; identical in sequence to variant alleles RDN5-3, RDN5-4, and RDN5-5 [Source:SGD;Acc:S000006480]",1
YBR217W,YBR217W_mRNA,657832,658392,ATG12,1,protein_coding,"Ubiquitin-like modifier involved in autophagy and the Cvt pathway; conserved; conjugated to Atg5p to form a complex involved in Atg8p lipidation; Atg5p-Atg12p conjugate enhances E2 activity of Atg3p by rearranging its catalytic site, also forms a complex with Atg16p; the Atg5-Atg12/Atg16 complex binds to membranes and is essential for autophagosome formation [Source:SGD;Acc:S000000421]",1
YCL026C-A,YCL026C-A_mRNA,74704,75285,FRM2,1,protein_coding,"Type II nitroreductase, using NADH as reductant; mutants are defective in fatty acid mediated repression of genes involved in fatty acid biosynthesis indicative of a role in lipid signaling; involved in the oxidative stress response; transcription induction by cadmium and selenite indicates a possible role in the metal stress response; expression induced in cells treated with the mycotoxin patulin [Source:SGD;Acc:S000000589]",-1
YPR143W,YPR143W_mRNA,818323,819075,RRP15,1,protein_coding,Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs [Source:SGD;Acc:S000006347],1
snR11,snR11_snoRNA,652275,652532,,1,snoRNA,H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2416 [Source:SGD;Acc:S000007293],1
YIL051C,YIL051C_mRNA,257843,258280,MMF1,1,protein_coding,"Mitochondrial protein required for transamination of isoleucine; but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; induction of expression in response to stress is mediated by a Hog1p-regulated antisense RNA and gene looping; interacts genetically with mitochondrial ribosomal protein genes; MMF1 has a paralog, HMF1, that arose from the whole genome duplication [Source:SGD;Acc:S000001313]",-1
YML115C,YML115C_mRNA,40187,41794,VAN1,1,protein_coding,Component of the mannan polymerase I; complex contains Van1p and Mnn9p and is involved in the first steps of mannan synthesis; mutants are vanadate-resistant [Source:SGD;Acc:S000004583],-1
YPL280W,YPL280W_mRNA,11887,12600,HSP32,1,protein_coding,"Possible chaperone and cysteine protease; required for transcriptional reprogramming during the diauxic shift and for survival in stationary phase; similar to E. coli Hsp31 and S. cerevisiae Hsp31p, Hsp33p, and Sno4p; member of the DJ-1/ThiJ/PfpI superfamily, which includes human DJ-1 involved in Parkinson's disease and cancer [Source:SGD;Acc:S000006201]",1
YKL224C,YKL224C_mRNA,1810,2181,PAU16,1,protein_coding,Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole [Source:SGD;Acc:S000001707],-1
YGR276C,YGR276C_mRNA,1043819,1045480,RNH70,1,protein_coding,3'-5' exoribonuclease; required for maturation of 3' ends of 5S rRNA and tRNA-Arg3 from dicistronic transcripts [Source:SGD;Acc:S000003508],-1
YFL062W,YFL062W_mRNA,6426,7565,COS4,1,protein_coding,"Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins [Source:SGD;Acc:S000001832]",1
YBL039C,YBL039C_mRNA,143989,145728,URA7,1,protein_coding,"Major CTP synthase isozyme (see also URA8); catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis; capable of forming cytoplasmic filaments termed cytoophidium, especially during conditions of glucose depletion; URA7 has a paralog, URA8, that arose from the whole genome duplication [Source:SGD;Acc:S000000135]",-1
YBL042C,YBL042C_mRNA,138341,140260,FUI1,1,protein_coding,"High affinity uridine permease, localizes to the plasma membrane; also mediates low but significant transport of the cytotoxic nucleoside analog 5-fluorouridine; not involved in uracil transport; relative distribution to the vacuole increases upon DNA replication stress [Source:SGD;Acc:S000000138]",-1
YGL136C,YGL136C_mRNA,252897,253859,MRM2,1,protein_coding,"Mitochondrial 2' O-ribose methyltransferase; required for methylation of U(2791) in 21S rRNA; MRM2 deletion confers thermosensitive respiration and loss of mitochondrial DNA; has similarity to Spb1p and Trm7p, and to E. coli FtsJ/RrmJ [Source:SGD;Acc:S000003104]",-1
YFL059W,YFL059W_mRNA,11363,12259,SNZ3,1,protein_coding,"Member of a stationary phase-induced gene family; expressed in the presence of galactose; transcription of SNZ3 is induced prior to diauxic shift, and also in the absence of thiamin in a Thi2p-dependent manner; forms a coregulated gene pair with SNO3 [Source:SGD;Acc:S000001835]",1
YMR132C,YMR132C_mRNA,534944,535570,JLP2,1,protein_coding,Protein of unknown function; contains sequence that closely resembles a J domain (typified by the E. coli DnaJ protein) [Source:SGD;Acc:S000004739],-1
YJR021C,YJR021C_mRNA,468555,469579,REC107,1,protein_coding,Protein involved in early stages of meiotic recombination; involved in coordination between the initiation of recombination and the first division of meiosis; part of a complex (Rec107p-Mei4p-Rec114p) required for ds break formation [Source:SGD;Acc:S000003782],-1
YFR041C,YFR041C_mRNA,237368,238255,ERJ5,1,protein_coding,Type I membrane protein with a J domain; required to preserve the folding capacity of the endoplasmic reticulum; loss of the non-essential ERJ5 gene leads to a constitutively induced unfolded protein response [Source:SGD;Acc:S000001937],-1
YMR099C,YMR099C_mRNA,463934,464827,,1,protein_coding,Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS [Source:SGD;Acc:S000004705],-1
YDL092W,YDL092W_mRNA,292781,293221,SRP14,1,protein_coding,"Signal recognition particle (SRP) subunit; interacts with the RNA component of SRP to form the Alu domain, which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting; homolog of mammalian SRP14 [Source:SGD;Acc:S000002250]",1
YDR166C,YDR166C_mRNA,786306,789221,SEC5,1,protein_coding,Essential 107kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in assembly of the exocyst complex; required with Sec3p for ER inheritance where it promotes anchoring of the cortical ER at the bud tip [Source:SGD;Acc:S000002573],-1
YGR148C,YGR148C_mRNA,787312,787779,RPL24B,1,protein_coding,"Ribosomal 60S subunit protein L24B; not essential for translation but may be required for normal translation rate; homologous to mammalian ribosomal protein L24, no bacterial homolog; RPL24B has a paralog, RPL24A, that arose from the whole genome duplication [Source:SGD;Acc:S000003380]",-1
YJL161W,YJL161W_mRNA,117245,117787,FMP33,1,protein_coding,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000003697]",1
YGL243W,YGL243W_mRNA,43307,44509,TAD1,1,protein_coding,tRNA-specific adenosine deaminase; deaminates adenosine-37 to inosine in tRNA-Ala [Source:SGD;Acc:S000003212],1
YPL276W,YPL276W,17948,18385,,1,pseudogene,NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C [Source:SGD;Acc:S000006197],1
YJL201W,YJL201W_mRNA,54379,56178,ECM25,1,protein_coding,Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p [Source:SGD;Acc:S000003737],1
YGR081C,YGR081C_mRNA,643148,643780,SLX9,1,protein_coding,Protein required for pre-rRNA processing; associated with the 90S pre-ribosome and 43S small ribosomal subunit precursor; interacts with U3 snoRNA; deletion mutant has synthetic fitness defect with an sgs1 deletion mutant [Source:SGD;Acc:S000003313],-1
YBR255C-A,YBR255C-A_mRNA,726618,727074,RCF3,1,protein_coding,Putative protein of unknown function; may interact with respiratory chain complexes III (ubiquinol-cytochrome c reductase) or IV (cytochrome c oxidase); identified by sequence comparison with hemiascomycetous yeast species [Source:SGD;Acc:S000007649],-1
YOL076W,YOL076W_mRNA,187024,189414,MDM20,1,protein_coding,Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly [Source:SGD;Acc:S000005436],1
YCR021C,YCR021C_mRNA,156109,157107,HSP30,1,protein_coding,"Negative regulator of the H(+)-ATPase Pma1p; stress-responsive protein; hydrophobic plasma membrane localized; induced by heat shock, ethanol treatment, weak organic acid, glucose limitation, and entry into stationary phase [Source:SGD;Acc:S000000615]",-1
YPL186C,YPL186C_mRNA,194512,195426,UIP4,1,protein_coding,Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope [Source:SGD;Acc:S000006107],-1
YKL201C,YKL201C_mRNA,63930,67466,MNN4,1,protein_coding,"Putative positive regulator of mannosylphosphate transferase Mnn6p; involved in mannosylphosphorylation of N-linked oligosaccharides; expression increases in late-logarithmic and stationary growth phases; coding sequence contains length polymorphisms in different strains; MNN4 has a paralog, YJR061W, that arose from the whole genome duplication [Source:SGD;Acc:S000001684]",-1
YER128W,YER128W_mRNA,415859,416470,VFA1,1,protein_coding,Protein that interacts with Vps4p and has a role in vacuolar sorting; stimulates the ATPase activity of Vps4; localizes to endosomes in a Vps4-dependent manner; overexpression causes canavanine sensitivity and confers a partial class D vacuole morphology [Source:SGD;Acc:S000000930],1
YLR187W,YLR187W_mRNA,524865,527945,SKG3,1,protein_coding,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; potential Cdc28p substrate; similar to Skg4p; relocalizes from bud neck to cytoplasm upon DNA replication stress; SKG3 has a paralog, CAF120, that arose from the whole genome duplication [Source:SGD;Acc:S000004177]",1
YJR093C,YJR093C_mRNA,603220,604203,FIP1,1,protein_coding,Subunit of cleavage polyadenylation factor (CPF); interacts directly with poly(A) polymerase (Pap1p) to regulate its activity; bridging factor that links Pap1p and the CPF complex via Yth1p [Source:SGD;Acc:S000003853],-1
YOR060C,YOR060C_mRNA,440390,441163,SLD7,1,protein_coding,Protein with a role in chromosomal DNA replication; interacts with Sld3p and reduces its affinity for Cdc45p; deletion mutant has aberrant mitochondria [Source:SGD;Acc:S000005586],-1
snR73,snR73_snoRNA,298307,298412,,1,snoRNA,C/D box small nucleolar RNA (snoRNA); guides 2'-O-methylation of large subunit (LSU) rRNA at position C2959 [Source:SGD;Acc:S000007307],1
YDR499W,YDR499W_mRNA,1447830,1450073,LCD1,1,protein_coding,Essential protein required for the DNA integrity checkpoint pathways; interacts physically with Mec1p; putative homolog of S. pombe Rad26 and human ATRIP; forms nuclear foci upon DNA replication stress [Source:SGD;Acc:S000002907],1
ETS1-1,ETS1-1_rRNA,457733,458432,,1,rRNA,Non-coding region located immediately upstream of RDN18; transcribed as part of the 35S rRNA precursor transcript; contains an essential U3 snoRNA binding site required for maturation of 18S rRNA [Source:SGD;Acc:S000029717],-1
YGL227W,YGL227W_mRNA,69671,72547,VID30,1,protein_coding,"Central component of GID Complex, involved in FBPase degradation; interacts strongly with Gid8p to serve as a scaffold for other GID Complex subunits; contains SPRY domain and 3 domains that are also found in Gid8p - LisH, CTLH, and CRA; required for association of Vid vesicles and actin patches in vacuole import and degradation pathway; shifts the balance of nitrogen metabolism toward glutamate production; localizes to the nucleus and the cytoplasm [Source:SGD;Acc:S000003196]",1
YPR112C,YPR112C_mRNA,749256,751919,MRD1,1,protein_coding,Essential conserved small ribosomal subunit (40s) synthesis factor; component of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains and binds to the pre-rRNA at two sites within the 18S region [Source:SGD;Acc:S000006316],-1
YHR164C,YHR164C_mRNA,424610,429178,DNA2,1,protein_coding,"Tripartite DNA replication factor; single-stranded DNA-dependent ATPase, ATP-dependent nuclease, helicase; tracking protein for flap cleavage during Okazaki fragment maturation; involved in DNA repair/processing of meiotic DNA double strand breaks; component of telomeric chromatin with cell-cycle dependent localization; required for telomerase-dependent telomere synthesis; forms nuclear foci upon DNA replication stress; human homolog DNA2 complements yeast dna2 mutant [Source:SGD;Acc:S000001207]",-1
YFL003C,YFL003C_mRNA,134521,137157,MSH4,1,protein_coding,"Protein involved in meiotic recombination; required for normal levels of crossing over, colocalizes with Zip2p to discrete foci on meiotic chromosomes, has homology to bacterial MutS protein [Source:SGD;Acc:S000001891]",-1
YKR093W,YKR093W_mRNA,615730,617535,PTR2,1,protein_coding,Integral membrane peptide transporter; mediates transport of di- and tri-peptides; conserved protein that contains 12 transmembrane domains; PTR2 expression is regulated by the N-end rule pathway via repression by Cup9p [Source:SGD;Acc:S000001801],1
YHR074W,YHR074W_mRNA,246193,248337,QNS1,1,protein_coding,Glutamine-dependent NAD(+) synthetase; essential for the formation of NAD(+) from nicotinic acid adenine dinucleotide [Source:SGD;Acc:S000001116],1
YPL052W,YPL052W_mRNA,458799,459678,OAZ1,1,protein_coding,"Regulator of ornithine decarboxylase Spe1p; antizyme that binds to Spe1p to stimulate ubiquitin-independent degradation by the proteasome; binding of polyamines to nascent Oaz1p during translation stimulates +1 ribosomal frameshifting, allowing translation of full-length Oaz1p [Source:SGD;Acc:S000005973]",1
YOL113W,YOL113W_mRNA,104326,106293,SKM1,1,protein_coding,"Member of the PAK family of serine/threonine protein kinases; similar to Ste20p; involved in down-regulation of sterol uptake; proposed to be a downstream effector of Cdc42p during polarized growth; SKM1 has a paralog, CLA4, that arose from the whole genome duplication [Source:SGD;Acc:S000005473]",1
YLR197W,YLR197W_mRNA,546097,547611,NOP56,1,protein_coding,Essential evolutionarily-conserved nucleolar protein; component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects [Source:SGD;Acc:S000004187],1
YBL059C-A,YBL059C-A_mRNA,110125,110539,CMC2,1,protein_coding,Protein involved in respiratory chain complex assembly or maintenance; protein of the mitochondrial intermembrane space; contains twin Cx9C motifs that can form coiled coil-helix-coiled-coil helix fold [Source:SGD;Acc:S000007488],-1
YHR161C,YHR161C_mRNA,420373,422286,YAP1801,1,protein_coding,"Protein of the AP180 family, involved in clathrin cage assembly; binds Pan1p and clathrin; YAP1801 has a paralog, YAP1802, that arose from the whole genome duplication [Source:SGD;Acc:S000001204]",-1
snR83,snR83_snoRNA,626349,626654,,1,snoRNA,H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of small subunit (SSU) rRNA at positions U1290 and U1415 [Source:SGD;Acc:S000028468],1
YLR357W,YLR357W_mRNA,841331,844000,RSC2,1,protein_coding,"Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog, RSC1, that arose from the whole genome duplication [Source:SGD;Acc:S000004349]",1
YJR019C,YJR019C_mRNA,467232,468281,TES1,1,protein_coding,Peroxisomal acyl-CoA thioesterase; likely to be involved in fatty acid oxidation rather than fatty acid synthesis; conserved protein also found in human peroxisomes; TES1 mRNA levels increase during growth on fatty acids [Source:SGD;Acc:S000003780],-1
YLR423C,YLR423C_mRNA,971917,973170,ATG17,1,protein_coding,"Scaffold protein responsible for phagophore assembly site organization; regulatory subunit of an autophagy-specific complex that includes Atg1p and Atg13p; stimulates Atg1p kinase activity; human ortholog RB1CC1/FIP200 interacts with p53, which inhibits autophagy in human cells [Source:SGD;Acc:S000004415]",-1
YOR253W,YOR253W_mRNA,804377,804907,NAT5,1,protein_coding,"Subunit of protein N-terminal acetyltransferase NatA; NatA is comprised of Nat1p, Ard1p, and Nat5p; N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing [Source:SGD;Acc:S000005779]",1
YJR034W,YJR034W_mRNA,496683,497009,PET191,1,protein_coding,Protein required for assembly of cytochrome c oxidase; exists as an oligomer; described as both an integral mitochondrial inner membrane protein facing the intermembrane space (IMS) and as a soluble IMS protein; contains a twin Cx9C motif; imported into the IMS via the MIA import machinery [Source:SGD;Acc:S000003795],1
YOR213C,YOR213C_mRNA,744535,745281,SAS5,1,protein_coding,"Subunit of the SAS complex (Sas2p, Sas4p, Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; stimulates Sas2p HAT activity [Source:SGD;Acc:S000005739]",-1
YGR191W,YGR191W_mRNA,880420,882231,HIP1,1,protein_coding,High-affinity histidine permease; also involved in the transport of manganese ions [Source:SGD;Acc:S000003423],1
YOL110W,YOL110W_mRNA,109176,109889,SHR5,1,protein_coding,Palmitoyltransferase subunit; this complex adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; palmitoylation is required for Ras2p membrane localization; Palmitoyltransferase is composed of Shr5p and Erf2 [Source:SGD;Acc:S000005470],1
YDR003W,YDR003W_mRNA,454122,454754,RCR2,1,protein_coding,"Vacuolar protein; presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog, RCR1, that arose from the whole genome duplication [Source:SGD;Acc:S000002410]",1
YDR120C,YDR120C_mRNA,691549,693261,TRM1,1,protein_coding,"tRNA methyltransferase; two forms of protein are made by alternative translation starts; localizes to both nucleus and mitochondrion to produce modified base N2,N2-dimethylguanosine in tRNAs in both compartments; nuclear Trm1p is evenly distributed around inner nuclear membrane in WT, but mislocalizes as puncta near ER-nucleus junctions in spindle pole body (SPB) mutants; both Trm1p inner nuclear membrane targeting and maintenance depend upon SPB [Source:SGD;Acc:S000002527]",-1
YMR095C,YMR095C_mRNA,457285,457959,SNO1,1,protein_coding,"Protein of unconfirmed function; involved in pyridoxine metabolism; expression is induced during stationary phase; forms a putative glutamine amidotransferase complex with Snz1p, with Sno1p serving as the glutaminase [Source:SGD;Acc:S000004701]",-1
YJR084W,YJR084W_mRNA,583733,585004,,1,protein_coding,Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome [Source:SGD;Acc:S000003844],1
YDL140C,YDL140C_mRNA,205360,210561,RPO21,1,protein_coding,RNA polymerase II largest subunit B220; part of central core; phosphorylation of C-terminal heptapeptide repeat domain regulates association with transcription and splicing factors; similar to bacterial beta-prime [Source:SGD;Acc:S000002299],-1
YGR200C,YGR200C_mRNA,899904,902270,ELP2,1,protein_coding,Subunit of Elongator complex; binds to microtubules via conserved alkaline residues; has two seven-bladed WD40 &#946; propellers; Elongator complex is required for modification of wobble nucleosides in tRNA; target of Kluyveromyces lactis zymocin [Source:SGD;Acc:S000003432],-1
YDR179C,YDR179C_mRNA,818708,819196,CSN9,1,protein_coding,"Subunit of the Cop9 signalosome; Cop9 signalosome is required for deneddylation, or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin); involved in adaptation to pheromone signaling [Source:SGD;Acc:S000002586]",-1
YDL165W,YDL165W_mRNA,164290,164865,CDC36,1,protein_coding,"Component of the CCR4-NOT core complex, involved in mRNA decapping; this complex has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs through deadenylation; basal transcription factor [Source:SGD;Acc:S000002324]",1
YPL061W,YPL061W_mRNA,432588,434090,ALD6,1,protein_coding,Cytosolic aldehyde dehydrogenase; activated by Mg2+ and utilizes NADP+ as the preferred coenzyme; required for conversion of acetaldehyde to acetate; constitutively expressed; locates to the mitochondrial outer surface upon oxidative stress [Source:SGD;Acc:S000005982],1
YDL244W,YDL244W_mRNA,16204,17226,THI13,1,protein_coding,"Protein involved in synthesis of the thiamine precursor HMP; member of a subtelomeric gene family including THI5, THI11, THI12, and THI13; hydroxymethylpyrimidine is also known as HMP [Source:SGD;Acc:S000002403]",1
YNL275W,YNL275W_mRNA,119268,120998,BOR1,1,protein_coding,"Boron efflux transporter of the plasma membrane; binds HCO3-, I-, Br-, NO3- and Cl-; has similarity to the characterized boron efflux transporter A. thaliana BOR1 [Source:SGD;Acc:S000005219]",1
YJL002C,YJL002C_mRNA,433221,434651,OST1,1,protein_coding,Alpha subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins [Source:SGD;Acc:S000003539],-1
YOR098C,YOR098C_mRNA,507948,511178,NUP1,1,protein_coding,FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153 [Source:SGD;Acc:S000005624],-1
YPR044C,YPR044C_mRNA,654524,654877,OPI11,1,protein_coding,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; largely overlaps verified gene RPL43A/YPR043W; deletion confers sensitivity to GSAO [Source:SGD;Acc:S000006248]",-1
YOL056W,YOL056W_mRNA,223268,224179,GPM3,1,protein_coding,"Homolog of Gpm1p phosphoglycerate mutase; converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional; GPM3 has a paralog, GPM2, that arose from the whole genome duplication [Source:SGD;Acc:S000005417]",1
YKL048C,YKL048C_mRNA,347214,349136,ELM1,1,protein_coding,"Serine/threonine protein kinase; regulates the orientation checkpoint, the morphogenesis checkpoint and the metabolic switch from fermentative to oxidative metabolism by phosphorylating the activation loop of Kin4p, Hsl1p and Snf4p respectively; cooperates with Hsl7p in recruiting Hsl1p to the septin ring, a prerequisite for subsequent recruitment, phosphorylation, and degradation of Swe1p; forms part of the bud neck ring; regulates cytokinesis [Source:SGD;Acc:S000001531]",-1
YFR029W,YFR029W_mRNA,210937,212973,PTR3,1,protein_coding,"Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p, Ptr3p, and Ssy5p [Source:SGD;Acc:S000001925]",1
YGR091W,YGR091W_mRNA,666341,667825,PRP31,1,protein_coding,Splicing factor; component of the U4/U6-U5 snRNP complex [Source:SGD;Acc:S000003323],1
YDR240C,YDR240C_mRNA,943674,945152,SNU56,1,protein_coding,"Component of U1 snRNP required for mRNA splicing via spliceosome; yeast specific, no metazoan counterpart; interacts with mRNA in commitment complex [Source:SGD;Acc:S000002648]",-1
YER030W,YER030W_mRNA,213437,213898,CHZ1,1,protein_coding,Histone chaperone for Htz1p/H2A-H2B dimer; required for the stabilization of the Chz1p-Htz1-H2B complex; has overlapping function with Nap1p; null mutant displays weak sensitivity to MMS and benomyl; contains a highly conserved CHZ motif; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000000832],1
YPR135W,YPR135W_mRNA,799234,802017,CTF4,1,protein_coding,Chromatin-associated protein; required for sister chromatid cohesion; interacts with DNA polymerase alpha (Pol1p) and may link DNA synthesis to sister chromatid cohesion [Source:SGD;Acc:S000006339],1
YPL196W,YPL196W_mRNA,175043,175864,OXR1,1,protein_coding,Protein of unknown function required for oxidative damage resistance; required for normal levels of resistance to oxidative damage; null mutants are sensitive to hydrogen peroxide; member of a conserved family of proteins found in eukaryotes [Source:SGD;Acc:S000006117],1
YLR099W-A,YLR099W-A_mRNA,341325,341588,MIM2,1,protein_coding,"Mitochondrial protein required for outer membrane protein import; involved in import of the subset of proteins with multiple alpha-helical transmembrane segments, including Ugo1p, Tom20p, and Fzo1p; component of a large protein complex in the outer membrane that includes Mim1p; not essential in W303 strain background [Source:SGD;Acc:S000007618]",1
YJL050W,YJL050W_mRNA,342522,345743,MTR4,1,protein_coding,"ATP-dependent 3'-5' RNA helicase of the DExD/H family; involved in nuclear RNA processing and degradation both as a component of TRAMP complex and in TRAMP-independent processes; TRAMP unwinds RNA duplexes, with Mtr4p unwinding activity stimulated by Pap2p/Air2p but not dependent on ongoing polyadenylation; contains an arch domain, with two coiled-coil arms/stalks and a globular fist/KOW domain, which has RNA binding activity and is required for 5.8S rRNA processing [Source:SGD;Acc:S000003586]",1
YNL239W,YNL239W_mRNA,200569,201933,LAP3,1,protein_coding,Cysteine aminopeptidase with homocysteine-thiolactonase activity; protects cells against homocysteine toxicity; has bleomycin hydrolase activity in vitro; transcription is regulated by galactose via Gal4p; orthologous to human BLMH [Source:SGD;Acc:S000005183],1
YER178W,YER178W_mRNA,546817,548079,PDA1,1,protein_coding,"E1 alpha subunit of the pyruvate dehydrogenase (PDH) complex; catalyzes the direct oxidative decarboxylation of pyruvate to acetyl-CoA; phosphorylated; regulated by glucose; PDH complex is concentrated in spots within the mitochondrial matrix, often near the ERMES complex and near peroxisomes [Source:SGD;Acc:S000000980]",1
Q0017,Q0017_mRNA,4254,4415,,1,protein_coding,"Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the dubious ORF Q0010 [Source:SGD;Acc:S000007258]",1
YPL255W,YPL255W_mRNA,67725,68882,BBP1,1,protein_coding,Protein required for the spindle pole body (SPB) duplication; localizes at the cytoplasmic side of the central plaque periphery of the SPB; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p [Source:SGD;Acc:S000006176],1
YAL063C,YAL063C_mRNA,24000,27968,FLO9,1,protein_coding,Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation [Source:SGD;Acc:S000000059],-1
YJL104W,YJL104W_mRNA,227327,227776,PAM16,1,protein_coding,Subunit of the import motor (PAM complex); the PAM complex is a component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); forms a 1:1 subcomplex with Pam18p and inhibits its cochaperone activity; contains a J-like domain [Source:SGD;Acc:S000003640],1
YGL194C,YGL194C_mRNA,140368,141726,HOS2,1,protein_coding,"Histone deacetylase and subunit of Set3 and Rpd3L complexes; required for gene activation via specific deacetylation of lysines in H3 and H4 histone tails; subunit of the Set3 complex, a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; co-localizes with Cmr1p in nuclear foci in response to DNA damage by MMS [Source:SGD;Acc:S000003162]",-1
YDR091C,YDR091C_mRNA,626708,628534,RLI1,1,protein_coding,"Essential Fe-S protein; required for ribosome biogenesis, translation initiation/termination; facilitates binding of multifactor complex (MFC) of initiation factors to small ribosomal subunit; Dom34-Hbs1 complex and Rli1p work in dissociating inactive ribosomes, thereby facilitating translation restart; forms complex with Lto1p and Yae1p; dependency on ROS-labile FeS clusters, activity in nuclear ribosomal-subunit export impaired by mild oxidative stress [Source:SGD;Acc:S000002498]",-1
